            # q-path           omega(meV)         lw_diff(meV)          lambda_diff
            0.524100            29.959000         -7.38000e-04         -4.16800e-03
            0.549100            29.887600         -5.31000e-04         -3.01330e-03
            0.574100            29.812700          7.30000e-05          4.16400e-04
            0.599000            29.735300         -5.50000e-05         -3.15300e-04
            0.624000            29.656500         -9.60000e-05         -5.53260e-04
            0.648900            29.577900          4.10000e-05          2.37560e-04
            0.673900            29.501300          4.20000e-05          2.44620e-04
            0.698900            29.428900          4.70000e-05          2.75100e-04
            0.723800            29.363400          2.00000e-05          1.17580e-04
            0.748800            29.307600          4.90000e-05          2.89180e-04
            0.773700            29.264200         -6.00000e-06         -3.55200e-05
            0.798700            29.235500          8.20000e-05          4.86321e-04
            0.823700            29.222400          8.40000e-05          4.98630e-04
            0.848600            29.224600          2.40000e-05          1.42440e-04
            0.873600            29.240400          4.40000e-05          2.60860e-04
            0.898500            29.266900         -1.35000e-04         -7.98980e-04
            0.923500            29.301400         -1.54000e-04         -9.09250e-04
            0.948400            29.340800          6.40000e-05          3.76800e-04
            0.973400            29.382400         -3.86000e-04         -2.26646e-03
            0.998400            29.424100          1.54000e-04          9.01700e-04
            1.007800            29.429400         -2.06000e-04         -1.20570e-03
            1.017200            29.434800          1.20000e-05          7.02000e-05
            1.026600            29.440200         -1.56000e-04         -9.12400e-04
            1.036000            29.445800         -1.16000e-04         -6.78200e-04
            1.045400            29.451300         -2.95000e-04         -1.72400e-03
            1.054800            29.456800         -4.12000e-04         -2.40690e-03
            1.064300            29.462300         -1.70000e-05         -9.93000e-05
            1.073700            29.467600         -7.90000e-05         -4.61200e-04
            1.083100            29.472800          6.00000e-06          3.50000e-05
            1.092500            29.477900         -1.91000e-04         -1.11420e-03
            1.101900            29.482800          1.15000e-04          6.70640e-04
            1.111300            29.487600          4.90000e-05          2.85620e-04
            1.120700            29.492100          1.13000e-04          6.58540e-04
            1.130200            29.496500          8.60000e-05          5.01050e-04
            1.139600            29.500600          1.60000e-04          9.31950e-04
            1.149000            29.504600          1.28000e-04          7.45340e-04
            1.158400            29.508300          9.40000e-05          5.47230e-04
